movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,movie_facebook_likes,imdb_score
Austin Powers: International Man of Mystery ,129,68,116,8000,183425,10557,425,17000000,503,0,7.0
Austin Powers: The Spy Who Shagged Me ,199,95,116,45000,181225,47203,784,33000000,645,0,6.6
Australia ,245,165,1000,309,102338,921,450,130000000,284,0,6.6
Auto Focus ,97,105,261,783,11387,2684,147,7000000,658,357,6.6
Automata ,136,109,19,1000,41638,2829,134,7000000,889,13000,6.1
Autumn in New York ,101,103,643,24000,20201,26938,180,40000000,1000,0,5.5
Avatar ,723,178,0,1000,886204,4834,3054,237000000,936,33000,7.9
Avengers: Age of Ultron ,635,141,0,26000,462669,92000,1117,250000000,21000,118000,7.5
AVP: Alien vs. Predator ,247,109,545,886,143628,3222,1283,60000000,766,0,5.6
Awake ,133,84,8,4000,63216,6954,196,8600000,922,0,6.5
Away We Go ,217,98,0,925,45992,1997,115,17000000,472,7000,7.1
AWOL-72 ,6,82,9,904,520,4092,8,3000000,779,398,3.9
Baahubali: The Beginning ,44,159,50,218,62756,554,410,18026148,133,21000,8.4
Babe ,79,91,108,405,94435,1185,182,30000000,368,5000,6.8
Babe: Pig in the City ,61,97,750,1000,24868,2521,216,80000000,971,964,5.8
Babel ,285,143,0,11000,243799,11248,908,25000000,119,0,7.5
Baby Boy ,41,130,309,939,9566,3107,81,16000000,881,1000,6.4
Baby Geniuses ,45,97,84,899,19547,2936,168,18000000,842,0,2.5
Baby Mama ,145,99,5,2000,34079,6930,97,30000000,1000,0,6.0
Baby's Day Out ,22,99,32,1000,33186,2949,78,50000000,619,0,5.9
Babylon A.D. ,164,101,326,14000,81523,15990,214,70000000,844,0,5.6
Bachelorette ,156,87,21,4000,37156,8353,129,3000000,3000,0,5.3
Back to the Future ,198,116,0,1000,732212,3230,809,19000000,690,39000,8.5
Back to the Future Part II ,125,108,0,1000,340085,3660,327,40000000,869,12000,7.8
Back to the Future Part III ,111,118,0,1000,283480,3986,263,40000000,869,0,7.4
Bad Boys ,63,119,0,10000,172405,11013,203,19000000,345,0,6.8
Bad Boys II ,94,147,0,10000,178126,12954,511,130000000,898,0,6.6
Bad Company ,128,116,541,12000,39659,12993,189,70000000,405,792,5.6
Bad Grandpa ,157,102,79,925,77724,1018,162,15000000,38,26000,6.6
Bad Lieutenant: Port of Call New Orleans ,280,122,0,12000,64944,13809,212,20000000,463,6000,6.7
Bad Moms ,81,100,24,15000,4654,18786,46,20000000,1000,18000,6.7
Bad Moms ,81,100,24,15000,4654,18786,46,20000000,1000,18000,6.7
Bad Santa ,195,98,72,1000,107815,3151,485,18000000,624,10000,7.1
Bad Teacher ,286,97,52,3000,160418,5547,296,20000000,957,16000,5.7
Bad Words ,126,89,0,628,38459,2061,119,10000000,497,0,6.7
Baggage Claim ,52,96,68,3000,7098,8097,41,8500000,1000,0,5.0
Bait ,145,93,0,465,11482,1361,82,30000000,351,0,5.2
Ballistic: Ecks vs. Sever ,92,91,8,349,16761,1846,277,70000000,324,391,3.6
Bamboozled ,57,135,0,1000,8720,4266,186,10000000,975,1000,6.5
Bananas ,40,82,11000,11000,27646,11700,105,2000000,430,0,7.1
Bandidas ,58,93,18,4000,28848,5377,76,32000000,820,0,5.7
Bandits ,132,123,272,13000,57038,13934,261,80000000,450,0,6.6
Bandslam ,79,111,650,690,11958,1573,39,20000000,224,1000,6.4
Bang Bang Baby ,16,90,0,57,137,231,16,1000000,40,48,5.4
Bangkok Dangerous ,125,99,15,12000,48245,12166,154,40000000,68,0,5.4
Banshee Chapter ,78,87,0,696,6265,1618,56,950000,371,2000,5.5
Barbarella ,107,98,35,949,24436,1510,186,9000000,178,0,5.9
Barbershop ,91,102,167,656,22147,2754,156,12000000,528,770,6.3
Barbershop 2: Back in Business ,50,106,8,748,10104,3956,69,18000000,656,265,5.7
Barney's Great Adventure ,24,76,9,595,2724,1139,53,15000000,417,436,2.8
Barnyard ,98,90,176,677,21396,2055,155,51000000,560,605,5.6
Barry Lyndon ,124,184,0,385,101627,1104,369,11000000,293,0,8.1
Basic ,131,98,323,933,49926,3357,286,50000000,631,0,6.5
Basic Instinct 2 ,159,116,105,844,31124,1899,313,70000000,729,764,4.2
Basquiat ,42,108,232,10000,15885,11459,78,3300000,721,0,6.9
Bathing Beauty ,8,101,24,675,1079,1627,28,2361000,659,144,6.5
Batman ,186,126,13000,920,269033,2725,817,35000000,549,12000,7.6
Batman & Robin ,183,125,541,920,189855,2699,1018,125000000,890,0,3.7
Batman Begins ,478,128,22000,23000,980946,59558,2685,150000000,14000,15000,8.3
Batman Forever ,144,121,541,920,190786,2880,539,100000000,710,0,5.4
Batman Returns ,153,126,13000,920,215255,2899,610,80000000,811,0,7.0
Batman v Superman: Dawn of Justice ,673,183,0,15000,371639,24450,3018,250000000,4000,197000,6.9
"Batman: The Dark Knight Returns, Part 2 ",44,148,41,2000,30434,5526,55,3500000,774,5000,8.4
Batman: The Movie ,53,105,7,1000,22975,2658,155,1377800,370,0,6.5
Bats ,97,91,38,730,8294,1405,160,6500000,461,342,3.6
Battle for the Planet of the Apes ,62,96,88,595,22764,1432,91,1800000,356,511,5.5
Battle Los Angeles ,355,116,473,833,154955,4001,800,70000000,697,25000,5.8
Battle of the Year ,65,110,9,997,7894,3177,25,20000000,941,0,5.0
Battlefield Earth ,174,119,64,743,65464,971,1308,44000000,117,0,2.4
Battleship ,377,131,532,14000,202382,26679,751,209000000,10000,44000,5.9
Be Cool ,161,118,473,12000,59435,15889,323,53000000,1000,0,5.7
Be Kind Rewind ,248,102,1000,734,79855,1778,235,20000000,563,0,6.4
Beastly ,148,86,33,15000,64190,17396,129,17000000,976,16000,5.6
Beastmaster 2: Through the Portal of Time ,17,107,0,721,2281,2000,16,6000000,514,125,3.8
Beasts of the Southern Wild ,663,93,188,2000,70336,2658,269,1800000,458,31000,7.3
Beautiful Creatures ,231,124,98,1000,67796,3580,258,60000000,852,14000,6.2
Beavis and Butt-Head Do America ,63,81,406,13000,42892,17035,154,12000000,2000,0,6.8
Because of Winn-Dixie ,96,106,61,907,8427,3462,88,14000000,807,1000,6.4
Becoming Jane ,150,120,11,11000,46204,12554,151,16500000,838,0,7.1
Bedazzled ,125,93,11000,3000,81888,5390,254,48000000,575,0,6.0
Bedtime Stories ,144,99,163,11000,72326,12831,116,80000000,869,0,6.1
Bee Movie ,194,91,58,2000,105902,6576,206,150000000,852,0,6.2
Beer League ,20,86,3,833,6930,2753,53,2800000,549,323,6.0
Beerfest ,91,110,422,33000,54710,35345,177,17500000,459,0,6.3
Beetlejuice ,109,92,13000,925,189413,1953,306,15000000,692,15000,7.5
Before I Go to Sleep ,149,92,17,14000,48873,14617,105,22000000,257,11000,6.3
Before Midnight ,405,109,0,140,95362,328,270,3000000,63,62000,7.9
Before Sunrise ,121,105,0,15,183288,36,395,2500000,12,22000,8.1
Before Sunset ,211,80,0,50,168398,65,492,2700000,8,13000,8.0
Begin Again ,283,104,109,480,99430,517,182,8000000,12,43000,7.4
Beginners ,261,105,101,1000,73349,2016,142,3200000,394,15000,7.2
Behind Enemy Lines ,131,106,212,578,86902,2544,411,40000000,563,0,6.4
Being John Malkovich ,242,112,0,512,254404,1171,840,13000000,216,0,7.8
Being Julia ,93,104,109,405,10680,847,112,18000000,204,562,7.1
Bella ,60,91,38,625,9607,2747,174,3300000,464,0,7.4
Beloved ,78,172,438,852,6082,2397,207,55000000,637,853,5.9
Below Zero ,18,99,0,721,652,862,11,1200000,134,161,4.5
Ben-Hur ,1,141,335,11000,67,13391,1,100000000,744,0,6.0
Ben-Hur ,1,141,335,11000,62,13390,1,100000000,744,0,6.1
Bend It Like Beckham ,161,112,98,883,89806,2201,438,3500159,528,0,6.7
Beneath Hill 60 ,17,122,8,174,5741,498,39,9000000,109,0,7.1
Beneath the Planet of the Apes ,78,95,57,220,32378,1186,150,3000000,162,0,6.1
Benji ,5,86,24,407,3411,1090,36,500000,189,816,6.1
Beowulf ,287,115,0,18000,142440,31523,505,150000000,12000,3000,6.3
Bernie ,231,99,0,11000,45396,11328,136,5000000,106,15000,6.8
Best in Show ,119,90,378,957,45859,4611,340,6000000,925,0,7.5
Better Luck Tomorrow ,51,98,681,94,8000,139,138,250000,26,661,7.2
Beverly Hills Chihuahua ,100,91,67,2000,17829,4729,99,20000000,641,0,3.7
Beverly Hills Cop ,94,105,102,901,126464,3464,175,14000000,605,0,7.3
Beverly Hills Cop II ,50,100,12000,936,84824,4121,95,28000000,901,0,6.4
Beverly Hills Cop III ,36,104,644,437,60293,1093,114,55000000,289,669,5.5
Beyond Borders ,54,127,258,11000,22570,12947,156,35000000,708,0,6.5
Beyond the Black Rainbow ,97,110,22,434,6555,645,82,1100000,95,0,6.1
Beyond the Lights ,71,116,107,893,11191,3110,37,7000000,664,0,6.9
Beyond the Mat ,70,108,6,54,6790,194,80,500000,44,491,7.6
Beyond the Sea ,113,118,18000,18000,12821,23689,248,23000000,5000,0,6.7
Beyond the Valley of the Dolls ,101,109,199,503,7584,731,137,900000,46,0,6.2
Bicentennial Man ,93,132,0,49000,87785,55254,362,100000000,1000,0,6.8
Big ,99,130,545,15000,153468,28018,204,18000000,11000,0,7.3
Big Daddy ,112,93,221,12000,161858,26760,289,34200000,11000,0,6.4
Big Eyes ,325,106,13000,11000,55539,12418,147,10000000,430,20000,7.0
Big Fat Liar ,69,88,189,934,29008,3707,99,15000000,927,896,5.4
Big Fat Liar ,69,88,189,934,29008,3707,99,15000000,927,896,5.4
Big Fish ,235,125,13000,12000,350698,16138,816,70000000,1000,26000,8.0
Big Hero 6 ,384,102,38,756,279093,2963,433,165000000,719,41000,7.9
Big Miracle ,125,107,42,875,15231,1702,66,40000000,596,0,6.5
Big Momma's House ,100,99,67,826,66941,1790,148,30000000,436,1000,5.1
Big Momma's House 2 ,65,99,14,17000,31968,19334,82,40000000,826,663,4.6
"Big Mommas: Like Father, Like Son ",88,113,14,918,19671,3500,47,32000000,845,0,4.4
Big Trouble ,87,74,188,11000,17307,13917,186,40000000,1000,892,6.5
Big Trouble in Little China ,180,99,0,400,92464,896,331,25000000,223,19000,7.3
Bill & Ted's Bogus Journey ,43,93,12,18000,49680,20188,117,20000000,769,0,6.2
Bill & Ted's Excellent Adventure ,81,90,65,18000,85362,20795,181,10000000,769,0,6.9
Billy Elliot ,151,110,335,838,98354,1122,433,5000000,203,0,7.7
Birdman or (The Unexpected Virtue of Ignorance) ,588,119,0,15000,395087,21668,1101,18000000,6000,114000,7.8
Birth ,167,100,143,829,29649,2295,361,20000000,681,0,6.1
Birthday Girl ,111,93,16,567,21530,1775,159,13000000,326,618,6.1
Bizarre ,9,98,77,19,569,19,1,500000,0,114,4.3
Black Book ,231,145,719,2000,59507,2590,232,21000000,380,0,7.8
Black Christmas ,186,94,17,607,19918,1611,278,9000000,318,0,4.5
Black Hawk Down ,200,152,0,2000,292022,4270,1103,92000000,820,10000,7.7
Black Knight ,46,95,19,1000,30771,2643,164,50000000,691,0,4.8
Black Mass ,391,123,108,40000,115216,63769,289,53000000,19000,44000,7.0
Black Nativity ,40,93,148,549,1633,1373,17,17500000,269,0,4.4
Black November ,6,95,20,262,385,409,4,7500000,65,389,5.6
Black or White ,91,121,57,1000,8058,3745,57,9000000,837,0,6.6
Black Rain ,63,125,0,939,39306,1748,119,30000000,255,0,6.6
Black Snake Moan ,197,116,153,3000,52421,5012,200,15000000,788,0,7.0
Black Swan ,669,108,0,20000,551363,38072,1140,13000000,15000,106000,8.0
Blackhat ,261,133,0,26000,38983,28129,207,70000000,326,11000,5.4
Blade ,184,110,45,886,191437,3174,582,45000000,650,0,7.1
Blade II ,224,117,0,12000,158267,15371,559,54000000,919,0,6.7
Blade Runner ,302,117,0,11000,461609,13877,1168,28000000,759,34000,8.2
Blade: Trinity ,185,122,687,16000,132954,19764,514,65000000,1000,0,5.9
Blades of Glory ,191,93,8,8000,129995,13232,246,61000000,1000,0,6.3
Blast from the Past ,95,112,37,3000,48621,5709,239,35000000,874,0,6.6
Blazing Saddles ,121,93,0,1000,95294,4701,363,2600000,1000,12000,7.8
Bled ,8,95,3,717,851,1117,30,750000,134,128,3.1
Bleeding Hearts ,7,100,0,498,71,1810,2,1200000,350,242,4.2
Blended ,173,117,153,35000,87165,49743,184,40000000,11000,12000,6.5
Bless the Child ,100,107,55,3000,12093,4565,188,40000000,941,394,5.1
Blindness ,229,121,353,45,59462,142,300,25000000,30,0,6.6
Blonde Ambition ,20,93,7,906,4995,4725,34,10000000,848,160,3.9
Blood and Wine ,42,101,30,1000,7772,2228,55,22000000,854,145,6.1
Blood Diamond ,166,143,380,29000,400292,33160,657,100000000,3000,14000,8.0
"Blood In, Blood Out ",12,330,138,848,23181,3227,129,35000000,674,6000,8.0
Blood Ties ,91,144,0,15000,14612,18442,41,25500000,960,0,6.5
Blood Work ,146,110,16000,16000,34356,18635,260,50000000,1000,705,6.4
BloodRayne ,143,92,892,783,30628,2930,471,25000000,595,937,2.9
Bloodsport ,61,92,15,633,57578,1168,210,1100000,403,0,6.8
Bloody Sunday ,92,107,521,773,19732,976,120,2000000,89,0,7.7
Blow ,147,124,47,40000,198066,43453,426,30000000,1000,13000,7.6
Blow Out ,120,107,0,517,27629,1067,149,18000000,376,2000,7.4
Blue Car ,44,88,22,638,3142,1641,68,1000000,400,115,6.7
Blue Crush ,69,104,134,585,26066,1165,216,30000000,495,0,5.6
Blue Jasmine ,415,98,11000,594,150082,1353,384,18000000,268,36000,7.3
Blue Like Jazz ,38,108,14,1000,2582,1805,89,1200000,330,0,6.0
Blue Ruin ,279,90,57,1000,42678,1528,135,1066167,235,0,7.1
Blue Streak ,40,93,10,789,60572,2986,144,65000000,744,0,6.3
Blue Valentine ,377,112,310,33000,141425,35941,283,3500000,2000,25000,7.4
Boat Trip ,63,97,2,890,26598,3161,132,20000000,852,1000,4.9
Bobby ,195,112,0,12000,38142,13528,270,14000000,593,0,7.0
Body Double ,98,114,0,537,20113,1856,178,10000000,376,0,6.8
Body of Lies ,238,128,0,29000,174248,29824,263,70000000,149,0,7.1
Bodyguards and Assassins ,55,139,3,556,6263,1059,33,23000000,155,765,6.9
Bogus ,15,110,278,3000,5176,3864,30,30000000,359,350,5.3
Boiler Room ,132,120,46,14000,41313,17336,246,8000000,826,0,7.0
Bolt ,225,96,59,17000,146766,20007,178,150000000,759,0,6.9
Bon Cop Bad Cop ,28,116,31,539,8616,895,90,8000000,290,758,7.0
Bon voyage ,69,114,22,572,4293,1776,53,20000000,548,235,6.9
Boogeyman ,140,89,19,526,25960,1383,389,20000000,392,1000,4.1
Boogie Nights ,153,155,0,3000,189032,3677,560,15000000,360,0,7.9
Book of Shadows: Blair Witch 2 ,160,90,31,193,28964,608,457,15000000,184,949,4.0
Boom Town ,12,119,6,1000,2269,2555,34,1614000,760,236,7.1
Boomerang ,21,117,71,723,20183,3841,41,40000000,558,0,5.4
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,343,82,119,332,297014,505,1198,18000000,165,0,7.3
Born of War ,8,109,3,1000,237,1681,3,5000000,266,190,4.4
Born on the Fourth of July ,72,145,0,10000,76842,12098,173,14000000,854,4000,7.2
Born to Fly: Elizabeth Streb vs. Gravity ,10,82,0,0,40,0,10,500000,0,44,6.8
Bottle Rocket ,83,91,0,387,54478,648,184,7000000,96,0,7.1
Bottle Shock ,109,110,19,25000,12233,25676,89,5000000,579,0,6.8
Bound ,120,109,0,3000,41138,3668,208,4500000,441,2000,7.4
Bowfinger ,140,85,0,21000,56874,22458,358,55000000,860,0,6.4
Bowling for Columbine ,215,120,909,909,123090,1779,888,4000000,504,4000,8.0
Boyhood ,548,165,0,230,266020,673,836,4000000,193,92000,8.0
Boynton Beach Club ,35,105,39,267,746,1231,27,1500000,225,88,6.5
Boys and Girls ,67,94,7,3000,13661,3451,134,16000000,240,487,5.3
Boys Don't Cry ,123,118,108,173,77551,563,434,2000000,148,0,7.6
Boyz n the Hood ,64,112,309,27,94139,106,183,6000000,26,0,7.8
Bram Stoker's Dracula ,181,155,0,18000,143835,42220,654,40000000,12000,14000,7.5
Bran Nue Dae ,33,88,3,46,1388,225,31,6500000,46,479,6.3
Brave ,488,93,56,2000,273556,5005,428,185000000,1000,39000,7.2
Braveheart ,132,178,0,906,736638,1976,1065,72000000,466,17000,8.4
Brazil ,230,142,0,22000,152306,29475,513,15000000,5000,16000,8.0
Breakdown ,72,93,84,551,38399,1874,218,36000000,284,0,6.9
Breakfast of Champions ,42,110,18,13000,6884,17417,133,12000000,883,458,4.6
Breaking Upwards ,22,88,38,331,1194,1546,8,15000,212,324,6.2
Brick Mansions ,177,100,11,23000,32103,25387,112,28000000,727,0,5.7
Bride & Prejudice ,119,122,98,729,17436,2321,276,7000000,579,0,6.2
Bride of Chucky ,114,89,31,285,39768,667,292,25000000,81,0,5.3
Bride Wars ,152,89,56,11000,79094,13794,129,30000000,826,0,5.4
Bridesmaids ,371,131,176,722,218711,3229,485,32500000,655,27000,6.8
Bridge of Spies ,459,142,14000,15000,178118,16944,355,40000000,535,55000,7.6
Bridge to Terabithia ,181,96,47,14000,110390,28071,522,17000000,11000,6000,7.2
Bridget Jones: The Edge of Reason ,143,108,17,14000,74315,15634,259,40000000,1000,0,5.9
Bridget Jones's Diary ,168,97,11,14000,171568,16999,571,26000000,1000,0,6.7
Brigham City ,12,119,13,957,983,1107,63,1000000,81,100,7.2
"Bright Lights, Big City ",28,107,21,967,5817,3067,37,25000000,767,377,5.6
Bright Star ,222,119,319,2000,21360,3279,110,8500000,552,0,7.0
Brighton Rock ,136,111,17,845,5013,3117,59,12000000,641,0,5.7
Bring It On ,139,98,235,4000,70141,5270,385,10000000,464,0,5.9
Bringing Down the House ,121,105,163,1000,30058,2505,236,33000000,409,800,5.5
Bringing Out the Dead ,163,121,17000,12000,53028,13040,382,55000000,368,0,6.8
Brokeback Mountain ,357,134,0,15000,259837,39789,2254,14000000,13000,13000,7.7
Brokedown Palace ,70,100,57,181,18693,582,187,25000000,151,0,6.4
Broken Arrow ,72,108,610,848,77390,2913,189,50000000,517,0,6.0
Broken City ,298,109,90,1000,63548,2073,134,35000000,412,0,6.2
Broken Horses ,22,101,34,892,1554,2055,20,15000000,355,0,5.7
Broken Vessels ,18,90,4,919,531,2288,19,600000,711,51,6.6
Brooklyn ,351,111,34,838,73249,995,212,11000000,55,36000,7.5
Brooklyn Rules ,41,99,30,480,5049,1234,48,8000000,257,226,6.4
Brooklyn's Finest ,197,132,847,3000,52852,6317,138,17000000,960,4000,6.7
Brother ,81,114,0,865,18520,2126,133,10000000,685,0,7.2
Brotherly Love ,10,89,47,628,744,4249,19,1900000,606,1000,7.2
Brothers ,217,105,260,20000,88037,39473,201,26000000,15000,10000,7.1
Brothers ,217,105,260,20000,88035,42473,201,26000000,15000,10000,7.1
Brown Sugar ,37,109,44,1000,5971,3199,60,8000000,886,0,6.5
Bruce Almighty ,191,101,293,11000,296904,21276,604,81000000,7000,0,6.7
Brüno ,288,81,119,468,119622,2134,396,42000000,442,0,5.8
Bubba Ho-Tep ,260,92,152,1000,38893,1587,366,1000000,282,0,7.2
Bubble Boy ,47,84,2,15000,25541,18864,181,13000000,816,0,5.6
Bucky Larson: Born to Be a Star ,49,97,105,982,9541,2603,64,10000000,503,0,3.3
"Buen Día, Ramón ",26,120,45,623,2112,824,7,4000000,85,0,7.7
Buffalo '66 ,106,110,787,1000,36657,4762,318,1500000,787,0,7.5
Buffalo Soldiers ,109,98,34,936,20730,3578,111,15000000,826,664,6.9
Bullet to the Head ,279,92,394,13000,39247,25418,131,55000000,11000,10000,5.7
Bulletproof Monk ,127,104,13,961,42324,2422,180,52000000,691,846,5.5
Bullets Over Broadway ,67,98,11000,1000,29385,4302,86,20000000,979,979,7.5
Bulworth ,110,108,631,631,21998,1023,227,30000000,199,0,6.8
Buried ,363,95,89,16000,118684,17471,447,3000000,517,24000,7.0
Burlesque ,197,119,59,2000,61680,4315,222,55000000,828,19000,6.4
Burn ,22,86,15,2,575,2,6,225000,0,801,7.5
Burn After Reading ,341,96,1000,24000,248468,36093,545,37000000,11000,0,7.0
Burnt ,175,101,53,14000,61360,16926,129,20000000,1000,25000,6.6
But I'm a Cheerleader ,99,85,91,1000,19986,4289,186,1200000,1000,0,6.6
Butch Cassidy and the Sundance Kid ,130,110,131,640,152089,2169,309,6000000,566,0,8.1
By the Sea ,131,122,11000,11000,7976,22319,61,10000000,11000,0,5.3
C.H.U.D. ,77,96,4,796,7528,1866,88,1250000,697,0,5.5
Ca$h ,27,118,0,26000,7663,27756,38,7000000,854,694,6.0
Caddyshack ,71,98,11000,13000,81599,14921,250,6000000,573,0,7.4
Cadillac Records ,81,109,67,436,15412,1141,90,12000000,223,0,7.0
Call + Response ,7,86,0,178,48,279,2,200000,58,26,7.5
Can't Hardly Wait ,76,100,4,982,37885,4259,247,10000000,945,0,6.5
Can't Stop the Music ,26,124,42,801,2998,1462,74,20000000,174,1000,4.5
Cape Fear ,120,128,17000,22000,127503,24006,261,35000000,1000,0,7.3
Capote ,271,110,152,22000,100571,22140,416,7000000,68,0,7.4
Capricorn One ,64,130,0,1000,15988,5191,153,5000000,849,2000,6.8
Captain Alatriste: The Spanish Musketeer ,31,145,13,10000,10266,11669,84,24000000,1000,0,6.1
Captain America: Civil War ,516,147,94,21000,272670,64798,1022,250000000,19000,72000,8.2
Captain America: The First Avenger ,510,124,394,11000,508818,19761,679,140000000,3000,46000,6.9
Captain America: The Winter Soldier ,576,136,94,19000,496749,36188,742,170000000,11000,55000,7.8
Captain Corelli's Mandolin ,96,131,108,23000,28099,23325,220,57000000,243,0,5.9
Captain Phillips ,491,134,521,15000,323353,16281,527,55000000,535,65000,7.9
Captive ,39,97,5,1000,3911,2739,22,2000000,426,0,5.3
Caramel ,109,95,0,227,9750,231,66,1300000,4,0,7.2
Caravans ,2,127,109,16000,524,17250,8,14000000,469,76,6.5
Cargo ,64,112,0,29,15780,61,62,4500000,9,2000,6.2
Carnage ,376,80,2000,14000,96480,25143,181,25000000,11000,21000,7.2
Carrie ,359,100,108,17000,108242,20051,371,30000000,2000,39000,5.9
Carrie ,359,100,108,17000,108248,20051,371,30000000,2000,39000,5.9
Cars ,256,117,487,1000,263853,4905,584,120000000,843,0,7.2
Cars 2 ,304,106,487,1000,101178,4482,283,200000000,919,10000,6.3
Casa de mi Padre ,133,84,4,8000,17169,10123,70,6000000,806,9000,5.5
Casablanca ,242,82,345,2000,387508,3442,1123,950000,607,23000,8.6
Case 39 ,167,109,22,14000,60555,15790,174,27000000,716,0,6.2
